user	instance_id	displayed_text	Level-of-generality:::Finding B	Level-of-generality:::They are at the same level of generality	Level-of-generality:::Finding A	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_3	I carefully went over the examples and the instructions.:::Yes	Please feel free to leave any comments about our study (optional):::text_box
6110e57aaed123006225fe7d	Psychology_tweet_14	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Risk for #tic disorders, including #Tourette syndrome, increased w/ degree of #genetic relatedness. ""><b>Finding A:</b></span> Risk for #tic disorders, including #Tourette syndrome, increased w/ degree of #genetic relatedness. <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: There were no differences in familial risk or heritability between male and female patients. CONCLUSIONS AND RELEVANCE Tic disorders, including TS and CTDs, cluster in families primarily because of genetic factors and appear to be among the most heritable neuropsychiatric conditions. Second, families were primarily recruited from specialist clinics, potentially resulting in the inclusion of more severe and impaired cases.""><b>Finding B:</b></span> CONCLUSIONS AND RELEVANCE Tic disorders, including TS and CTDs, cluster in families primarily because of genetic factors and appear to be among the most heritable neuropsychiatric conditions."			1																				
6110e57aaed123006225fe7d	Generalization Examples.html	Generalization Examples																						I carefully went over the examples and the instructions.:::Yes	
6110e57aaed123006225fe7d	Psychology_172	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Support from one's partner can help -- but only if the smokers have developed skills of their own that help them to stop. Self-efficacy and support

The result: support from their partners is helpful to smokers who wish to stop and it increases their chances of success, provided that they have developed skills of their own that help them to abstain. Such support could involve their partner reminding them of their plan to quit as well as encouraging and supporting them in critical situations.""><b>Finding A:</b></span> Self-efficacy and support

The result: support from their partners is helpful to smokers who wish to stop and it increases their chances of success, provided that they have developed skills of their own that help them to abstain.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: On average, 29 days (range 21-58days) after the quit date, the respondents returned to the lab for the second assessment (T2). The rationale for examining potential joint effects of smoking-specific received social support and individual self-regulation before the quit date and post-quit date smoking cessation in the short-term rather than a longer-term ( 6 months) perspective lies in the chosen constructs. In contrast to perceived social support, received social support is not assumed to be stable over time, but a measure of retrospective support transactions from the partner.""><b>Finding B:</b></span> The rationale for examining potential joint effects of smoking-specific received social support and individual self-regulation before the quit date and post-quit date smoking cessation in the short-term rather than a longer-term ( 6 months) perspective lies in the chosen constructs."			1																				
6110e57aaed123006225fe7d	Psychology_477	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""Think about the advertising we see on television or in magazines -- we are bombarded by images of thin women, and we are told that is the ideal,"" said Pendergast, who noted that the study offers a potential explanation for the exponential increase in obesity in the United States over the past 30 years. ""Our findings demonstrate that where obesity is most prevalent, the difference in life satisfaction between the obese and non-obese is smaller for women and almost non-existent for men,"" he said. ""The same relationship is likely to exist over time and, as such, the emotional cost and advantage of obesity and non-obesity, respectively, may be decreasing as the prevalence of obesity increases.""><b>Finding A:</b></span> ""Our findings demonstrate that where obesity is most prevalent, the difference in life satisfaction between the obese and non-obese is smaller for women and almost non-existent for men,"" he said.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: For men in low-obesity counties, there is little more than a 2 and 7 percentage point respective difference between the obese and nonobese, and severely obese and nonobese, in the likelihood of reporting high life satisfaction. In counties with higher levels of obesity, this difference virtually disappears (less than 1.5 percent separates the nonobese and severely obese, and the difference between the nonobese and obese is less than .5 percent). In other words, there is almost no emotional cost of obesity in terms of life satisfaction for men living in high-obesity counties.""><b>Finding B:</b></span> In counties with higher levels of obesity, this difference virtually disappears (less than 1.5 percent separates the nonobese and severely obese, and the difference between the nonobese and obese is less than .5 percent)."	2																						
6110e57aaed123006225fe7d	test_question_testing_Finding B	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding B.	2																						
6110e57aaed123006225fe7d	Psychology_20	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Depression and sleeplessness go hand in hand.A petitefox/Flickr

aAn important part of the research was that we showed that in a population from the US, available because of the Human Connectome Project, the orbitofrontal cortex had increased functional connectivity with the other brain regions in people with depressive problems,a co-author and fellow University of Warwick professor Edmund Rolls, Ph.D. tells Inverse, referring to the large-scale effort to map the complete structural and functional neural connections within the human brain. A total of 162 functional connectivity neural links involved in the areas of the brain associated with sleep were identified from these scans. While anyone whoas experienced the difficulty of depression or insomnia may not be surprised that theyare connected, this study marks the first time scientists can definitively say there are neural mechanisms underlying the relationship between the two.""><b>Finding A:</b></span> A total of 162 functional connectivity neural links involved in the areas of the brain associated with sleep were identified from these scans.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: The Depressive Problems score was positively correlated with poor sleep quality (r = 0.371; P < .001). A total of 162 functional connectivity links involving areas associated with sleep, such as the precuneus, anterior cingulate cortex, and the lateral orbitofrontal cortex, were identified. Of these links, 39 were also associated with the Depressive Problems scores.""><b>Finding B:</b></span> A total of 162 functional connectivity links involving areas associated with sleep, such as the precuneus, anterior cingulate cortex, and the lateral orbitofrontal cortex, were identified."			1																				
6110e57aaed123006225fe7d	Psychology_tweet_111	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""Pretreatment with CBD significantly reduced anxiety, cognitive impairment and discomfort in their speech... ""><b>Finding A:</b></span> ""Pretreatment with CBD significantly reduced anxiety, cognitive impairment and discomfort in their speech... <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Pretreatment with CBD significantly reduced anxiety, cognitive impairment and discomfort in their speech performance, and significantly decreased alert in their anticipatory speech. The placebo group presented higher anxiety, cognitive impairment, discomfort, and alert levels when compared with the control group as assessed with the VAMS. The SSPS-N scores evidenced significant increases during the testing of placebo group that was almost abolished in the CBD group.""><b>Finding B:</b></span> The placebo group presented higher anxiety, cognitive impairment, discomfort, and alert levels when compared with the control group as assessed with the VAMS."		3																					
5f45772f6c74b91760652841	Psychology_48	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Regardless of background, the team explains, ""circumcised boys were more likely than intact boys to develop ASD before age 10 years."" What's more, ""risk was particularly high for infantile autism before age 5 years."" That number may be so low due to overwhelming beliefs that the practice equates to genital mutilation, while stateside it may be considered more comparable to dental braces.""><b>Finding A:</b></span> What's more, ""risk was particularly high for infantile autism before age 5 years.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Ritual circumcision among Danish boys is linked to an overall 46-62% increase in ASD risk in the first 10 years of life, with the upper risk estimate obtained after restriction to the period with the most complete data. More strikingly, risk was 80-83% increased in the first 0-4 years of life, an increase that was restricted to infantile autism. To our knowledge, there is no prior evidence to suggest a link between circumcision and hyperactivity disorder, so our finding of an increased risk of this common neurobehavioral disorder among circumcised boys in non-Muslim families was unexpected and needs cautious interpretation.""><b>Finding B:</b></span> More strikingly, risk was 80-83% increased in the first 0-4 years of life, an increase that was restricted to infantile autism."			1																				
5f45772f6c74b91760652841	test_question_testing_They are at the same level of generality	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select They are at the same level of generality.		3																					
5f45772f6c74b91760652841	Psychology_tweet_38	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Lag in maturation of the brain’s intrinsic functional architecture in ADHD disorder  ""><b>Finding A:</b></span> Lag in maturation of the brain’s intrinsic functional architecture in ADHD disorder  <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: We found prominent maturational lag in DMN interconnections with VAN, with a concentration of lagged connections involving anterior insula, a key hub in VAN. These observations suggest that lagged maturation in anterior insula could contribute to several forms of inattention in ADHD. There was also a lag in ADHD in integration of interconnections linking DMN and FPN (Fig.""><b>Finding B:</b></span> These observations suggest that lagged maturation in anterior insula could contribute to several forms of inattention in ADHD."		3																					
5f45772f6c74b91760652841	Consent.html	Consent				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																	
5f45772f6c74b91760652841	Psychology_439	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Analyzing the results, the researchers found that people with both relatively higher and lower levels of cognitive ability show approximately equal levels of intergroup bias, but towards different groups. For instance, people with low cognitive ability tended to express prejudice towards groups perceived as liberal and unconventional, such as atheists, gays, and lesbians, as well as groups of people perceived as having low choice over group membership, such as ethnic minorities. People with high cognitive ability showed the reverse pattern, according to the study's findings.""><b>Finding A:</b></span> For instance, people with low cognitive ability tended to express prejudice towards groups perceived as liberal and unconventional, such as atheists, gays, and lesbians, as well as groups of people perceived as having low choice over group membership, such as ethnic minorities.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Second, positive and negative correlations are consistent with a ''crossover interaction,'' where people both lower and higher in cognitive ability express intergroup bias, but toward different sets of groups. This implies that there is a similar psychological mechanism for people higher and lower in cognitive ability, such as the effects of attitude dissimilarity or in-group/ out-group distinctions on prejudice . Similar comprehensive knowledge-based tests had the strongest associations with prejudice in past research compared to other types of measures .""><b>Finding B:</b></span> This implies that there is a similar psychological mechanism for people higher and lower in cognitive ability, such as the effects of attitude dissimilarity or in-group/ out-group distinctions on prejudice ."	2																						
5f45772f6c74b91760652841	Psychology_tweet_136	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Music can lift you out of a funk, if you can truly immerse yourself in its beauty  via ""><b>Finding A:</b></span> Music can lift you out of a funk, if you can truly immerse yourself in its beauty  via <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: As predicted (2c) people most often selected music with a high aesthetic value selection strategy when they aimed for distraction. We argue that the more beautiful music is, the easier it is for the listener to concentrate on the music. Moreover, these findings are in line with findings that stimulus that is perceived to have high aesthetic value will generate sensory pleasure and inhibit displeasure Menon & Levitin, 2005) .""><b>Finding B:</b></span> We argue that the more beautiful music is, the easier it is for the listener to concentrate on the music."		3																					
5f45772f6c74b91760652841	Psychology_312	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""Given that about 1 million people die by suicide every year, that's a very encouraging prospect for suicide prevention."" ""These findings show the need both for clinicians to pay particular attention to patients reporting experience of psychotic experience, and for greater funding for research into recognizing a psychosis subtype of suicide,"" he continued. ""If we are to understand suicide, we need to understand a lot more about perceptual abnormalities,"" added doctoral student and co-author Kathryn Yates of RCSI Psychiatry.""><b>Finding A:</b></span> ""These findings show the need both for clinicians to pay particular attention to patients reporting experience of psychotic experience, and for greater funding for research into recognizing a psychosis subtype of suicide,"" he continued.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: For one, PEs are associated with increased odds of suicidal behavior even in individuals without a mental disorder. We found that co-occurring psychopathology is only a partial mediator of the association between PEs and suicidal behavior; that is, PEs are a marker of risk for later suicidal behavior in excess of the risk associated with co-occurring mental disorders. (Figure 2 includes examples of mediating variables in the association between PEs and suicidal ideation and behavior.)""><b>Finding B:</b></span> We found that co-occurring psychopathology is only a partial mediator of the association between PEs and suicidal behavior; that is, PEs are a marker of risk for later suicidal behavior in excess of the risk associated with co-occurring mental disorders."	2																						
5f45772f6c74b91760652841	Experience.html	Experience							4									3			5				
5f45772f6c74b91760652841	Psychology_138	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""It is particularly noteworthy that the networks we found to have lagging maturation in ADHD are linked to the very behaviors that are the symptoms of ADHD,"" he says. ""The results of this study set the stage for the next phase of this research, which is to examine individual components of the networks that have the maturational lag,"" he says. ""This study provides a coarse-grained understanding, and now we want to examine this phenomenon in a more fine-grained way that might lead us to a true biological marker, or neuromarker, for ADHD.""""><b>Finding A:</b></span> ""The results of this study set the stage for the next phase of this research, which is to examine individual components of the networks that have the maturational lag,"" he says.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: In particular, lag was observed within the midline core of the DMN, as well as in DMN connections with right lateralized prefrontal regions (in frontoparietal network) and anterior insula (in ventral attention network). Our finding of maturational lag specifically in connections within and between these networks suggests a developmental etiology for the deficits proposed in these models. These advances raise possibilities for investigating maturational lag in ADHD in the developing ICN architecture of the brain (18).""><b>Finding B:</b></span> Our finding of maturational lag specifically in connections within and between these networks suggests a developmental etiology for the deficits proposed in these models."		3																					
5f45772f6c74b91760652841	Psychology_tweet_167	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Our new study with @username in @username : How ‘wearing’ a tactile heart(beat) helps you stay calmer  ""><b>Finding A:</b></span> Our new study with @username in @username : How ‘wearing’ a tactile heart(beat) helps you stay calmer  <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Vickhoff and colleagues 6 monitored the heart rates of singers and found that as the members sang in unison, their pulses began to speed up and slow down at the same rate. Participants in the doppel active condition displayed lower increases in skin conductance responses relative to baseline and reported lower anxiety levels compared to the control group. Therefore, the presence, as opposed to its absence, of a slow rhythm, which in the present study was instantiated as an auxiliary slow heartbeat delivered through doppel, had a significant calming effect on physiological arousal and subjective experience during a socially stressful situation.""><b>Finding B:</b></span> Participants in the doppel active condition displayed lower increases in skin conductance responses relative to baseline and reported lower anxiety levels compared to the control group."			1																				
5f45772f6c74b91760652841	Psychology_tweet_14	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Risk for #tic disorders, including #Tourette syndrome, increased w/ degree of #genetic relatedness. ""><b>Finding A:</b></span> Risk for #tic disorders, including #Tourette syndrome, increased w/ degree of #genetic relatedness. <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: There were no differences in familial risk or heritability between male and female patients. CONCLUSIONS AND RELEVANCE Tic disorders, including TS and CTDs, cluster in families primarily because of genetic factors and appear to be among the most heritable neuropsychiatric conditions. Second, families were primarily recruited from specialist clinics, potentially resulting in the inclusion of more severe and impaired cases.""><b>Finding B:</b></span> CONCLUSIONS AND RELEVANCE Tic disorders, including TS and CTDs, cluster in families primarily because of genetic factors and appear to be among the most heritable neuropsychiatric conditions."			1																				
5f45772f6c74b91760652841	Generalization Examples.html	Generalization Examples																						I carefully went over the examples and the instructions.:::Yes	
5f45772f6c74b91760652841	Psychology_172	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Support from one's partner can help -- but only if the smokers have developed skills of their own that help them to stop. Self-efficacy and support

The result: support from their partners is helpful to smokers who wish to stop and it increases their chances of success, provided that they have developed skills of their own that help them to abstain. Such support could involve their partner reminding them of their plan to quit as well as encouraging and supporting them in critical situations.""><b>Finding A:</b></span> Self-efficacy and support

The result: support from their partners is helpful to smokers who wish to stop and it increases their chances of success, provided that they have developed skills of their own that help them to abstain.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: On average, 29 days (range 21-58days) after the quit date, the respondents returned to the lab for the second assessment (T2). The rationale for examining potential joint effects of smoking-specific received social support and individual self-regulation before the quit date and post-quit date smoking cessation in the short-term rather than a longer-term ( 6 months) perspective lies in the chosen constructs. In contrast to perceived social support, received social support is not assumed to be stable over time, but a measure of retrospective support transactions from the partner.""><b>Finding B:</b></span> The rationale for examining potential joint effects of smoking-specific received social support and individual self-regulation before the quit date and post-quit date smoking cessation in the short-term rather than a longer-term ( 6 months) perspective lies in the chosen constructs."			1																				
5f45772f6c74b91760652841	Psychology_477	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""Think about the advertising we see on television or in magazines -- we are bombarded by images of thin women, and we are told that is the ideal,"" said Pendergast, who noted that the study offers a potential explanation for the exponential increase in obesity in the United States over the past 30 years. ""Our findings demonstrate that where obesity is most prevalent, the difference in life satisfaction between the obese and non-obese is smaller for women and almost non-existent for men,"" he said. ""The same relationship is likely to exist over time and, as such, the emotional cost and advantage of obesity and non-obesity, respectively, may be decreasing as the prevalence of obesity increases.""><b>Finding A:</b></span> ""Our findings demonstrate that where obesity is most prevalent, the difference in life satisfaction between the obese and non-obese is smaller for women and almost non-existent for men,"" he said.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: For men in low-obesity counties, there is little more than a 2 and 7 percentage point respective difference between the obese and nonobese, and severely obese and nonobese, in the likelihood of reporting high life satisfaction. In counties with higher levels of obesity, this difference virtually disappears (less than 1.5 percent separates the nonobese and severely obese, and the difference between the nonobese and obese is less than .5 percent). In other words, there is almost no emotional cost of obesity in terms of life satisfaction for men living in high-obesity counties.""><b>Finding B:</b></span> In counties with higher levels of obesity, this difference virtually disappears (less than 1.5 percent separates the nonobese and severely obese, and the difference between the nonobese and obese is less than .5 percent)."			1																				
5f45772f6c74b91760652841	test_question_testing_Finding B	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding B.	2																						
