id,num_of_labels
Medicine_tweet_69_p,2
Medicine_80_p,2
Medicine_tweet_298_p,3
Medicine_401_r,3
Medicine_tweet_1_r,3
Medicine_104_r,3
Medicine_tweet_1_p,3
Medicine_3_r,3
Medicine_268_p,3
Medicine_268_r,3
Medicine_104_p,3
Medicine_401_p,3
Medicine_tweet_298_r,3
Medicine_3_p,3
Medicine_tweet_244_r,3
Medicine_122_r,3
Medicine_4_p,3
Medicine_122_p,3
Medicine_228_r,3
Medicine_4_r,3
Medicine_63_r,3
Medicine_228_p,3
Medicine_63_p,3
Medicine_tweet_244_p,3
Medicine_503_r,3
Medicine_503_p,3
Medicine_420_r,2
Medicine_tweet_111_r,2
Medicine_422_p,2
Medicine_30_r,2
Medicine_tweet_5_r,2
Medicine_tweet_5_p,2
Medicine_tweet_111_p,2
Medicine_420_p,2
Medicine_30_p,2
Medicine_422_r,2
Medicine_tweet_60_p,2
Medicine_tweet_85_p,2
Medicine_tweet_0_r,2
Medicine_tweet_60_r,2
Medicine_15_r,2
Medicine_tweet_18_r,2
Medicine_tweet_18_p,2
Medicine_tweet_20_r,2
Medicine_tweet_20_p,2
Medicine_tweet_85_r,2
Medicine_15_p,2
Medicine_tweet_0_p,2
Medicine_tweet_110_p,3
Medicine_tweet_52_r,3
Medicine_tweet_110_r,3
Medicine_190_r,3
Medicine_396_r,3
Medicine_396_p,3
Medicine_13_p,3
Medicine_tweet_206_r,3
Medicine_190_p,3
Medicine_13_r,3
Medicine_tweet_52_p,3
Medicine_tweet_206_p,3
Medicine_174_r,3
Medicine_70_r,3
Medicine_tweet_64_r,3
Medicine_239_r,3
Medicine_239_p,3
Medicine_174_p,3
Medicine_tweet_64_p,3
Medicine_tweet_75_p,3
Medicine_16_p,3
Medicine_tweet_75_r,3
Medicine_70_p,3
Medicine_16_r,3
Medicine_31_r,3
Medicine_179_p,3
Medicine_373_r,3
Medicine_437_p,3
Medicine_179_r,3
Medicine_167_r,3
Medicine_437_r,3
Medicine_31_p,3
Medicine_5_p,3
Medicine_5_r,3
Medicine_167_p,3
Medicine_373_p,3
Medicine_267_p,3
Medicine_538_p,3
Medicine_419_r,3
Medicine_214_p,3
Medicine_267_r,3
Medicine_tweet_7_p,3
Medicine_tweet_23_p,3
Medicine_419_p,3
Medicine_tweet_23_r,3
Medicine_538_r,3
Medicine_tweet_7_r,3
Medicine_214_r,3
Medicine_tweet_176_r,3
Medicine_tweet_101_r,3
Medicine_23_p,3
Medicine_46_r,3
Medicine_tweet_101_p,3
Medicine_tweet_10_r,3
Medicine_23_r,3
Medicine_tweet_92_p,3
Medicine_tweet_10_p,3
Medicine_46_p,3
Medicine_tweet_92_r,3
Medicine_tweet_176_p,3
Medicine_36_p,3
Medicine_tweet_161_p,3
Medicine_tweet_61_r,3
Medicine_440_p,3
Medicine_412_r,3
Medicine_tweet_8_r,3
Medicine_440_r,3
Medicine_412_p,3
Medicine_tweet_61_p,3
Medicine_tweet_8_p,3
Medicine_36_r,3
Medicine_117_r,3
Medicine_33_p,3
Medicine_432_p,3
Medicine_tweet_159_p,3
Medicine_tweet_159_r,3
Medicine_432_r,3
Medicine_34_r,3
Medicine_34_p,3
Medicine_33_r,3
Medicine_tweet_24_p,2
Medicine_tweet_87_p,3
Medicine_138_p,3
Medicine_147_r,3
Medicine_147_p,3
Medicine_234_p,3
Medicine_234_r,3
Medicine_tweet_181_r,3
Medicine_tweet_123_r,3
Medicine_tweet_181_p,3
Medicine_tweet_87_r,3
Medicine_tweet_123_p,3
Medicine_138_r,3
Medicine_tweet_73_p,3
Medicine_tweet_164_r,3
Medicine_29_r,3
Medicine_tweet_143_p,3
Medicine_43_p,3
Medicine_tweet_143_r,3
Medicine_43_r,3
Medicine_44_p,3
Medicine_tweet_164_p,3
Medicine_tweet_73_r,3
Medicine_44_r,3
Medicine_29_p,3
Medicine_24_r,3
Medicine_tweet_31_r,3
Medicine_tweet_157_p,2
Medicine_tweet_157_r,3
Medicine_86_r,3
Medicine_tweet_210_r,3
Medicine_24_p,3
Medicine_106_r,3
Medicine_106_p,3
Medicine_86_p,3
Medicine_tweet_31_p,3
Medicine_tweet_210_p,3
Medicine_tweet_59_r,2
Medicine_26_p,2
Medicine_140_p,2
Medicine_tweet_59_p,2
Medicine_19_r,2
Medicine_19_p,2
Medicine_403_r,2
Medicine_128_r,2
Medicine_128_p,2
Medicine_140_r,2
Medicine_403_p,2
Medicine_26_r,2
Medicine_240_r,1
Medicine_171_r,3
Medicine_tweet_151_r,3
Medicine_435_r,3
Medicine_tweet_151_p,3
Medicine_171_p,3
Medicine_tweet_14_r,2
Medicine_87_p,2
Medicine_tweet_108_p,2
Medicine_tweet_15_r,2
Medicine_42_p,2
Medicine_tweet_14_p,2
Medicine_tweet_108_r,2
Medicine_87_r,2
Medicine_42_r,2
Medicine_417_r,2
Medicine_417_p,2
Medicine_tweet_15_p,2
Medicine_49_p,1
Medicine_41_p,1
Medicine_94_r,1
Medicine_238_r,1
Medicine_107_r,1
Medicine_94_p,1
Medicine_465_p,1
Medicine_465_r,1
Medicine_49_r,1
Medicine_238_p,1
Medicine_107_p,1
Medicine_41_r,1
Medicine_tweet_161_r,2
Medicine_25_p,2
Medicine_tweet_47_p,2
Medicine_75_p,2
Medicine_tweet_47_r,2
Medicine_435_p,2
Medicine_25_r,2
Medicine_75_r,2
Medicine_117_p,2
Medicine_8_p,2
Medicine_8_r,2
Medicine_100_p,1
Medicine_tweet_130_r,1
Medicine_35_r,1
Medicine_tweet_105_r,1
Medicine_100_r,1
Medicine_tweet_105_p,1
Medicine_tweet_42_p,1
Medicine_tweet_130_p,1
Medicine_tweet_35_r,1
Medicine_35_p,1
Medicine_tweet_35_p,1
Medicine_tweet_42_r,1
Medicine_110_r,3
Medicine_409_p,3
Medicine_tweet_30_p,3
Medicine_tweet_30_r,3
Medicine_456_p,3
Medicine_110_p,3
Medicine_409_r,3
Medicine_tweet_29_r,3
Medicine_tweet_79_r,3
Medicine_tweet_79_p,3
Medicine_456_r,3
Medicine_tweet_29_p,3
