id	text
Biology_438_r$Biology_tweet_155_p$Biology_434_r$Biology_tweet_96_p	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These lines were essential for the identification of the benzoxazinoid that - after binding to iron - forms the compound that the rootworm recognizes and uses as a cue for plant selection. The fact that the Western corn rootworm is able to perceive iron complexes and to adjust its dietary behavior accordingly is also relevant for the understanding of food chains. We therefore expect that other higher organisms also have the ability to perceive biologically available forms of trace elements and to ingest them to improve their nutrient balance,"" says Matthias Erb.""><b>Finding A:</b></span> The fact that the Western corn rootworm is able to perceive iron complexes and to adjust its dietary behavior accordingly is also relevant for the understanding of food chains.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 4c, d , e, f). Sons of males that had been exposed to a single heatwave in the previous generation showed a 25% reduction in mating success and subsequent offspring production, compared with controls whose fathers had not experienced heatwave conditions ( Fig. Critically, these same transgenerational effects were also evident when mature inseminated sperm alone had experienced the same conditions within the female: sons fertilised by heatwave-exposed spermatozoa in the female tract suffered 25 to 40% reductions in their reproductive output and mating success, compared with sons from parents where the mother had experienced the heatwave before mating and sperm storage, or controls where no heatwaves were experienced ( Fig.""><b>Finding B:</b></span> Sons of males that had been exposed to a single heatwave in the previous generation showed a 25% reduction in mating success and subsequent offspring production, compared with controls whose fathers had not experienced heatwave conditions ( Fig.<br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Notably, the Botswanan samples differed from the Tanzanian ones. The gut microbiomes from Tanzanian populations tended to have a higher number of microbes in each sample, and individuals tended to share similar microbial profiles. In Botswana, on the other hand, samples tended to have fewer microbial species overall, and individuals\' microbiomes tended to be more different from one another.""><b>Finding C:</b></span> The gut microbiomes from Tanzanian populations tended to have a higher number of microbes in each sample, and individuals tended to share similar microbial profiles.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: SMCHD1 depletion thus revealed a tendency of Xist-rich and Xist-poor chromatin to form distinct spatial compartments, a hidden layer of architectural organization obscured on the normal Xi. We conclude that SMCHD1 plays a critical role in organizing Xi structures by merging chromatin compartments. Interestingly, however, by employing in situ Hi-C, we observed clearly discernible TADs, albeit weak, across the entire Xi of WT NPCs at 40-kb resolution (Figures 5A and S4C) .""><b>Finding D:</b></span> We conclude that SMCHD1 plays a critical role in organizing Xi structures by merging chromatin compartments."
Biology_407_p$Biology_78_p$Biology_tweet_58_r$Biology_529_r	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: These findings hold important implications for development of a potential therapy for restoring BBB integrity and function after bTBI. The bTBI model is capable of isolating interactions between the BBB culture and blast overpressure alone, substantially reducing the influence of inertial loading, thereby enabling precise investigation of primary blast injury. kPa peak incident overpressure, 1.06 ± 0.01 ms duration, and 16 ± 1.5 kPa ms impulse in the open-tube configuration.""><b>Finding A:</b></span> The bTBI model is capable of isolating interactions between the BBB culture and blast overpressure alone, substantially reducing the influence of inertial loading, thereby enabling precise investigation of primary blast injury.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In contrast, there were 9 single-bp changes and a 2-bp indel between Icterine/Liberian Greenbul sequences and that of Spotted Greenbul. That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid. The current study has failed to find any significant genetic distance between Icterine and Liberian Greenbuls, whilst demonstrating large and diagnostic genetic distances between other species of greenbul in the genus Phyllastrephus.""><b>Finding B:</b></span> That the Liberian Greenbul was heterozyogous at none of these positions strongly suggests that it was not an Icterine 9 Spotted Greenbul hybrid.<br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: A paper @username looks at APC\'s tumor suppressor role in colonic crypts in light of the tissue architecture  #OA""><b>Finding C:</b></span> A paper @username looks at APC\'s tumor suppressor role in colonic crypts in light of the tissue architecture  #OA<br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: They found that nitric oxide induces a flight response, which tells the losing cricket when enough is enough and it is time to run away from its aggressor. Stevenson and Rillich found that compared with the crickets treated with nitric oxide suppressing drugs which tend to fight longer and have escalated aggression, the crickets treated with nitric oxide did not fight as long nor do they have escalated violence. The observations suggest that deciding to flee from a conflict is influenced by nitric oxide that involuntarily acts on the nervous system.""><b>Finding D:</b></span> Stevenson and Rillich found that compared with the crickets treated with nitric oxide suppressing drugs which tend to fight longer and have escalated aggression, the crickets treated with nitric oxide did not fight as long nor do they have escalated violence."
Biology_230_p$Biology_310_r$Biology_493_p$Biology_85_r	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: CIN-1 S bed bugs are highly resistant to deltamethrin, with a high topical dose leading to no mortality. The P450s or Abc8 and Abc9 knockdown in pyrethroid resistant CIN-1 S bed bugs showed a consistent increase in their susceptibility to bcyfluthrin compared with control bed bugs injected with malE dsRNA (Fig. In contrast, there was no significant difference in the susceptibility to b-cyfluthrin between cuticular proteins knockdown and control bed bugs (Fig.""><b>Finding A:</b></span> The P450s or Abc8 and Abc9 knockdown in pyrethroid resistant CIN-1 S bed bugs showed a consistent increase in their susceptibility to bcyfluthrin compared with control bed bugs injected with malE dsRNA (Fig.<br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: That search may now be over. ""The work by Petry and co-workers now shows that XMAP215, previously considered a microtubule \'polymerase\' involved in microtubule elongation, acts synergistically with g-tubulin to promote efficient microtubule nucleation. The work provides an answer to this critical puzzle in our understanding of microtubule regulation in the cell.""""><b>Finding B:</b></span> ""The work by Petry and co-workers now shows that XMAP215, previously considered a microtubule \'polymerase\' involved in microtubule elongation, acts synergistically with g-tubulin to promote efficient microtubule nucleation.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Finally, both the mean firing rates and levels of bursting activity of LMAN neurons recorded in the directed state were significantly higher in the LV-ShFoxP2 birds (Figures 6D and 6E ; p = 0.006 and p = 0.013, respectively). Therefore, reducing FoxP2 levels in Area X abolishes context-dependent changes in both LMAN singing-related activity and song variability. Notably, the AFP affects syllable variability through the synapses that LMAN axons make on RA neurons (Ö lveczky et al., 2005) , and the variability of action potential timing in RA neurons can account for a significant fraction of acoustic variation in the bird\'s song .""><b>Finding C:</b></span> Therefore, reducing FoxP2 levels in Area X abolishes context-dependent changes in both LMAN singing-related activity and song variability.<br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Thus, these results support the hypothesis that specialists are generally more efficient at utilizing their hosts than generalists. This conclusion strongly suggests that trade-offs play a major role in the appearance of specialists during the evolutionary history of this mega-diverse group of parasitic wasps. However, Silvia Rossinelli and Sven Bacher also point out that specialization does not always bring advantages; in environments where their preferred host is not available, generalists will profit from being able to utilize a variety of alternative hosts.""><b>Finding D:</b></span> This conclusion strongly suggests that trade-offs play a major role in the appearance of specialists during the evolutionary history of this mega-diverse group of parasitic wasps."
Biology_233_r$Biology_tweet_101_p$Biology_168_r$Biology_404_p	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Ordinary mice infected with LCMV clone 13 typically have minor symptoms but take a long time to clear the infection. Teijaro and colleagues found that the ABHD12-knockout mice, as well as the mice treated with the ABHD12 inhibitor, had immune responses that were much more vigorous and effective in clearing the virus, often excessively so. advertisement\n\n""The enhanced mortality and lung pathology were striking in clone-13 infected mice following ABHD12 inhibition or deletion,"" Teijaro says.""><b>Finding A:</b></span> Teijaro and colleagues found that the ABHD12-knockout mice, as well as the mice treated with the ABHD12 inhibitor, had immune responses that were much more vigorous and effective in clearing the virus, often excessively so.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Because biomass dynamics of lianas are included in the whole-forest estimates, our findings corroborate earlier research that lianas themselves do not compensate for the loss in tree biomass that they cause . Lianas, per-unit biomass, have a much stronger competitive effect on trees than do other trees (3), and our findings appear to represent the unique effect of lianas on forest carbon dynamics and not merely the effect of biomass removal. This point is confirmed by our inclusion of lianas in the biomass calculations in the control plots.""><b>Finding B:</b></span> Lianas, per-unit biomass, have a much stronger competitive effect on trees than do other trees (3), and our findings appear to represent the unique effect of lianas on forest carbon dynamics and not merely the effect of biomass removal.<br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: That task force ""found that violent video game exposure was associated with: an increased composite aggression score; increased aggressive behavior; increased aggressive cognitions; increased aggressive affect, increased desensitization, and decreased empathy; and increased physiological arousal."" The task force also ""concluded that violent video game use is a risk factor for adverse outcomes, but found insufficient studies to examine any potential link between violent video game use and delinquency or criminal behavior."" In Przybylski and Weinstein\'s review of prior literature, the two researchers strongly argue that earlier research is beset with such problems.""><b>Finding C:</b></span> The task force also ""concluded that violent video game use is a risk factor for adverse outcomes, but found insufficient studies to examine any potential link between violent video game use and delinquency or criminal behavior.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Targeted deletion of Ksr2 leads to obesity in mice, suggesting a role in energy homeostasis. We identified multiple rare variants in KSR2 that disrupt signaling through the Raf-MEK-ERK pathway and impair cellular fatty acid oxidation and glucose oxidation in transfected cells; effects that can be ameliorated by the commonly prescribed antidiabetic drug, metformin. These data establish KSR2 as an important regulator of energy intake, energy expenditure, and substrate utilization in humans.""><b>Finding D:</b></span> We identified multiple rare variants in KSR2 that disrupt signaling through the Raf-MEK-ERK pathway and impair cellular fatty acid oxidation and glucose oxidation in transfected cells; effects that can be ameliorated by the commonly prescribed antidiabetic drug, metformin."
Biology_435_p$Biology_tweet_53_r$Biology_tweet_22_r$Biology_179_r	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This correspondence confirms that VTA-EM activates most of the structures typically activated by natural reinforcers. The other regions displaying juice and VTA-EM activations were mainly somatosensory and motor and/or premotor regions (areas 1 and 2, area 3a and 3b, frontal area 1 [F], F3, F5a, F5c, rostral inferior parietal lobule [PF] , and secondary somatosensory cortex [SII] ). Although activation of these structures in the juice experiment could result from the motor component of juice consumption, there were no differences in the juice administered temporally surrounding VTA-EM and the no VTA-EM events (see Supplemental Experimental Procedures).""><b>Finding A:</b></span> The other regions displaying juice and VTA-EM activations were mainly somatosensory and motor and/or premotor regions (areas 1 and 2, area 3a and 3b, frontal area 1 [F], F3, F5a, F5c, rostral inferior parietal lobule [PF] , and secondary somatosensory cortex [SII] ).<br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Nice new paper in @username from Sabine Petry\'s lab: synergy in #microtubule nucleation in XMAP215 and g-TURC ""><b>Finding B:</b></span> Nice new paper in @username from Sabine Petry\'s lab: synergy in #microtubule nucleation in XMAP215 and g-TURC <br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Frogs in the park:  global range expansion did not mean increased net-diversification    (HM library can obtain text) ""><b>Finding C:</b></span> Frogs in the park:  global range expansion did not mean increased net-diversification    (HM library can obtain text) <br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We expected a huge list of genes -- instead we found very few."" When the creosote was a new addition to the diet of individual N.bryanti woodrats, they had different reactions. They exhibited signs of severe stress, showing that because they hadn\'t been exposed to the diet, the genes to detoxify it hadn\'t been switched on.""><b>Finding D:</b></span> When the creosote was a new addition to the diet of individual N.bryanti woodrats, they had different reactions."
Biology_117_p$Biology_493_r$Biology_465_r$Biology_tweet_121_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We found that the indoor climates of our study homes largely matched the TNZ of humans and other primates. Overall, we identified the geographical distribution of the global outdoor climate that is most similar to the interiors of our study homes and summarized study home indoor climate preferences. It would be difficult to convincingly argue that the behaviours leading to the construction of human houses are under direct selection.""><b>Finding A:</b></span> Overall, we identified the geographical distribution of the global outdoor climate that is most similar to the interiors of our study homes and summarized study home indoor climate preferences.<br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The birds with suppressed FoxP2 genes also had insensitivities to dopamine, which normally should produce reward-seeking behaviors, but in the mutant subjects had no effect. ""So what we think is happening is knocking down FoxP2 makes the male incapable of reducing song variability in the presence of a female,"" Murugan said. It arises primarily from the mutation\'s impairment on motor control, as children with DVD have repeated trouble forming consonants and vowel sounds.""><b>Finding B:</b></span> ""So what we think is happening is knocking down FoxP2 makes the male incapable of reducing song variability in the presence of a female,"" Murugan said.<br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""It may eventually become feasible to delay, prevent, alleviate or even reverse multiple chronic diseases and disabilities as a group, instead of just one at a time."" Indeed, using transcript analysis, the researchers found that, like cancer cells, senescent cells have increased expression of ""pro-survival networks"" that help them resist apoptosis or programmed cell death. This finding provided key criteria to search for potential drug candidates.""><b>Finding C:</b></span> Indeed, using transcript analysis, the researchers found that, like cancer cells, senescent cells have increased expression of ""pro-survival networks"" that help them resist apoptosis or programmed cell death.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our work reveals that exosomes released from the ischemic heart are in fact mediating the systemic response of BM PCs to the site of injury. These observations are compelling, as circulating myo-miRs are not only a bio-marker, but also a functional constituent of the intricate crosstalk between ischemic heart and the remote BM organ. In this study we found exosomes mediate transfer of myo-miRs to BM.""><b>Finding D:</b></span> These observations are compelling, as circulating myo-miRs are not only a bio-marker, but also a functional constituent of the intricate crosstalk between ischemic heart and the remote BM organ."
Biology_168_p$Biology_403_r$Biology_152_p$Biology_417_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Keeping in mind the steps taken to ensure methodological rigour, the current results bear directly on the contentious literature surrounding games. Results from these confirmatory analyses provided evidence that adolescents\' recent violent video game play is not a statistically or practically significant correlate of their aggressive behaviour as judged by carers. Preregistered sensitivity and exploratory analyses demonstrated this finding was consistent across three different operationalizations of violent game content and two ways of measuring key adolescent behaviours relating to aggressive and prosocial behaviours.""><b>Finding A:</b></span> Results from these confirmatory analyses provided evidence that adolescents\' recent violent video game play is not a statistically or practically significant correlate of their aggressive behaviour as judged by carers.<br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: After subjecting them to a few demonstrations most of the trained goats (9/12) successfully learned the task; ""on average, within 12 trials,"" according to the authors. In this case, the goats did not learn the task faster. This goes to show that goats ""learned through individual rather than social learning,"" researchers noted in their paper.""><b>Finding B:</b></span> In this case, the goats did not learn the task faster.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The anti-GII.4c serological repertoire was predominantly comprised of antibodies using the immunoglobulin heavy variable 3 (IGHV3) family ($80%; Figure 1F ) compared to $30% in naive or mature B cells Mroczek et al., 2014) . These findings suggest that the serological IgG response to human norovirus vaccination is largely dominated by the boosting of a limited number of pre-existing antibody clonotypes. These included the top most abundant clonotypes in donors A and C (A379 and C601), two strongly boosted pre-existing clones (A101 and A1431, boosted by 123 and 1263, respectively, in terms of abundance in the post-vaccination serum relative to day 0), and six emergent antibodies ( Figure 1B .""><b>Finding C:</b></span> These findings suggest that the serological IgG response to human norovirus vaccination is largely dominated by the boosting of a limited number of pre-existing antibody clonotypes.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: For example, we found that summer drought has the strongest impact in warm and dry regions, decreased snowfall has a smaller effect in eastern compared to western North America, and winter warming is predicted to decrease species richness for all species groups except tree frogs. While we demonstrate that amphibian communities are sensitive to changes in climate, our results suggest that changing climate is not the proximate cause for ongoing assemblage-wide declines that have been observed in North American amphibians. Instead, we find that recent change in climate is a strong predictor of why local species richness is declining more quickly in some regions and that positive effects of climate may be buffering declines in other regions.""><b>Finding D:</b></span> While we demonstrate that amphibian communities are sensitive to changes in climate, our results suggest that changing climate is not the proximate cause for ongoing assemblage-wide declines that have been observed in North American amphibians."
Biology_222_r$Biology_tweet_197_p$Biology_97_p$Biology_tweet_14_p	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Co-author Dr Palmer said: ""Our research has shown that non-native plants are less widespread than native species, and are not increasing any more than native plants. It therefore seems likely that factors other than plant invasions are the main causes of vegetation change."" The study found that locations with high diversity of non-native species also support high diversity of native species, suggesting that high diversities of native and non-native plant species are compatible with one another.""><b>Finding A:</b></span> Co-author Dr Palmer said: ""Our research has shown that non-native plants are less widespread than native species, and are not increasing any more than native plants.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: S9C ). Evaluation of apoptotic index showed less than 1% of cells undergoing apoptosis in response to metarrestin treatment. Selective inhibition of Pol II by \uf061-amanitin induces a localization shift to the cytoplasm except for PNClocalized CUGBP ( fig.""><b>Finding B:</b></span> Evaluation of apoptotic index showed less than 1% of cells undergoing apoptosis in response to metarrestin treatment.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We found that the primary drivers of the impact of HREs on mosquito-borne infectious disease include the timing of those events relative to the transmission season, and the proportion of the population displaced during an HRE event. The risk of outbreaks is highest if an HRE occurs early in the transmission season, and lowest if it occurs late in the season. For instance, the cumulative number of cases decreases by 70% for the scenario with an HRE occurring on 1 July relative to the scenario with an HRE occurring on 1 June in the absence of population displacement.""><b>Finding C:</b></span> The risk of outbreaks is highest if an HRE occurs early in the transmission season, and lowest if it occurs late in the season.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: However as discussed above, based on biophysical considerations and in contrast to the known human health safety issues associated with conventional germicidal 254-nm broad-spectrum UVC light, far-UVC light does not appear to be cytotoxic to exposed human cells and tissues in vitro or in vivo . If these results are confirmed in other scenarios, it follows that the use of overhead low-level far-UVC light in public locations may represent a safe and efficient methodology for limiting the transmission and spread of airborne-mediated microbial diseases such as influenza and tuberculosis. This results in blocking more than 95% of the UV radiation exiting the UVGI fixture, with substantial decrease in effectiveness 24 .""><b>Finding D:</b></span> If these results are confirmed in other scenarios, it follows that the use of overhead low-level far-UVC light in public locations may represent a safe and efficient methodology for limiting the transmission and spread of airborne-mediated microbial diseases such as influenza and tuberculosis."
Biology_144_p$Biology_485_p$Biology_77_p$Biology_tweet_12_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The increase in lianas, combined with the observations that lianas can reduce individual tree growth by up to 84% and increase tree mortality risk two-to three-fold , has made it pertinent to investigate the effect of lianas on forest-level biomass dynamics to better predict the effect of increasing liana abundance on tropical forests. These studies indicated that the presence of lianas can reduce stand-level biomass growth by ∼10% and net forest biomass accumulation by up to 18% and that forest carbon stocks decrease with increasing liana abundance ( . Nonetheless, these initial studies indicate that increasing liana abundance may alter the carbon balance and cycle of tropical forests by reducing forestlevel carbon storage and sequestration.""><b>Finding A:</b></span> These studies indicated that the presence of lianas can reduce stand-level biomass growth by ∼10% and net forest biomass accumulation by up to 18% and that forest carbon stocks decrease with increasing liana abundance ( .<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In particular, hundreds of key immune genes are bimodally expressed across cells, surprisingly even for genes that are very highly expressed at the population average. Moreover, splicing patterns demonstrate previously unobserved levels of heterogeneity between cells. Some of the observed bimodality can be attributed to closely related, yet distinct, known maturity states of BMDCs; other portions reflect differences in the usage of key regulatory circuits.""><b>Finding B:</b></span> Moreover, splicing patterns demonstrate previously unobserved levels of heterogeneity between cells.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Critically, we show that knockdown of Sik1 within the SCN results in extended light-induced phase shifts and an enhanced rate of re-entrainment to an advanced LD cycle. As SIK1 acts to suppress the effects of light on the clock, this pathway provides a pharmacological target for the treatment of disturbed circadian rhythms, including jet lag, shift-work, and illnesses that disturb circadian timing. Surprisingly, the majority (81%, 436 genes) of transcripts were downregulated in response to light, with a smaller number of genes showing upregulation (19%, 100 genes).""><b>Finding C:</b></span> As SIK1 acts to suppress the effects of light on the clock, this pathway provides a pharmacological target for the treatment of disturbed circadian rhythms, including jet lag, shift-work, and illnesses that disturb circadian timing.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Here, integrated transcriptomic, epigenomic and cancer genomic analyses link BAP1 to metabolismrelated biological processes, and identify cystine transporter SLC7A11 as a key BAP1 target gene in human cancers. Furthermore, we show that BAP1 inhibits tumour development partly through SLC7A11 and ferroptosis, and that cancer-associated BAP1 mutants lose their abilities to repress SLC7A11 and to promote ferroptosis. Together, our results uncover a previously unappreciated epigenetic mechanism coupling ferroptosis to tumour suppression.""><b>Finding D:</b></span> Furthermore, we show that BAP1 inhibits tumour development partly through SLC7A11 and ferroptosis, and that cancer-associated BAP1 mutants lose their abilities to repress SLC7A11 and to promote ferroptosis."
Biology_tweet_133_p$Biology_tweet_0_r$Biology_99_r$Biology_457_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Consequently, detailed hazard maps and geospatial data-based computations, such as those presented here, are of importance to enable planners and policymakers to identify both high-and low hazard areas when planning future infrastructure at urban and settlement scales 33 . Moreover, we were able to quantify and show the magnitude of infrastructure at risk across the circumpolar permafrost domain. The major advantage of the approach presented here is that hazard quantification can be conducted with any available infrastructure or population dataset (also using planned infrastructure and future population if suitable high-quality datasets and projections are available) and for any policy-relevant global warming scenario.""><b>Finding A:</b></span> Moreover, we were able to quantify and show the magnitude of infrastructure at risk across the circumpolar permafrost domain.<br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: New @username paper showing that birds can learn socially to recognize heterospecific alarm calls by acoustic association with known alarm calls.\nDOI: \n@username @username @username @username ""><b>Finding B:</b></span> New @username paper showing that birds can learn socially to recognize heterospecific alarm calls by acoustic association with known alarm calls.\nDOI: \n@username @username @username @username <br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: My own opinion is a target level of 30-50 ng/mL is reasonable. BF: I would like to emphasize that the questions we are looking at regarding vitamin D deficiency is distinct from the question of if extra vitamin D is beneficial. Our data indicate that avoiding deficiency is likely a good thing but it does not necessarily follow that extra vitamin D is even better.""><b>Finding C:</b></span> BF: I would like to emphasize that the questions we are looking at regarding vitamin D deficiency is distinct from the question of if extra vitamin D is beneficial.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In total, 86% of cells recorded at least one additional felid species in our present-natural counterfactual, and up to 4-5 more large-felid species in 10% of the cells. A significant positive correlation was recorded between the number of prey species lost and the number of large-felid species lost from a cell. Our results draw attention to the continuation of a trend of megafauna decline that began with the emergence of hominins in the Pleistocene.""><b>Finding D:</b></span> A significant positive correlation was recorded between the number of prey species lost and the number of large-felid species lost from a cell."
Biology_tweet_222_r$Biology_tweet_22_p$Biology_tweet_9_r$Biology_213_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Older mum\'s have children with more (heteroplasmic) mtDNA mutations. \n\n""><b>Finding A:</b></span> Older mum\'s have children with more (heteroplasmic) mtDNA mutations. \n\n<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We detected no shifts in extinction rates, nor signatures of mass extinction (electronic supplementary material, figure S3 ). Interestingly, and in striking contrast to expectations, the rapid global range expansion of true frogs was not associated with increased net diversification. On the contrary, diversification rates either decreased or remained unchanged, even as remarkable, circumglobal range expansion via dispersal and colonization of novel regions occurred.""><b>Finding B:</b></span> Interestingly, and in striking contrast to expectations, the rapid global range expansion of true frogs was not associated with increased net diversification.<br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: It\'s raining #viruses: ""each day some 800 million viruses cascade onto every square meter of the planet"", study published at the @username says. Also, viral deposition rates were 9 to 461 times greater than for #bacteria ""><b>Finding C:</b></span> It\'s raining #viruses: ""each day some 800 million viruses cascade onto every square meter of the planet"", study published at the @username says. Also, viral deposition rates were 9 to 461 times greater than for #bacteria <br><span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""If you tan well, then your MC1R probably works well,"" D\'Orazio said. ""If you tend to burn, then you may have inherited a problem with your MC1R, and you probably should avoid purposeful UV exposure like tanning bed use or unprotected sun exposure."" D\'Orazio and his research team found an important molecular link between MC1R signaling and DNA repair in their study.""><b>Finding D:</b></span> ""If you tend to burn, then you may have inherited a problem with your MC1R, and you probably should avoid purposeful UV exposure like tanning bed use or unprotected sun exposure."""
Biology_213_p$Biology_tweet_93_p$Biology_66_p$Biology_104_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: However, forskolin enhanced clearance of both [6-4]-PP and CPD in all melanocyte cells tested regardless of MC1R status (Figures 1E and 1F) with no apparent effect on cell proliferation ( Figure S2) indicating photolesion clearance was not influenced by proliferative differences. Furthermore, UV damage alone did not promote production of cAMP ( Figure S2E ), suggesting that in the skin UVassociated melanocytic cAMP increases depend on an intact MC1R signaling pathway initiated by MSH. Interestingly, cAMP-enhanced repair was not limited to melanocytic lines, as a repair benefit was also observed in .""><b>Finding A:</b></span> Furthermore, UV damage alone did not promote production of cAMP ( Figure S2E ), suggesting that in the skin UVassociated melanocytic cAMP increases depend on an intact MC1R signaling pathway initiated by MSH.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: There is little evidence for density dependence across the observed variation in population size. Using our model to estimate historical survival rates indicates that recent spring warming has led to an upward trend in survival rates, which has probably contributed to the observed long-term increase in the UK long-tailed tit population. Future climate change is predicted to further increase survival, under a broad range of carbon emissions scenarios and probabilistic climate change outcomes, even if precipitation increases substantially.""><b>Finding B:</b></span> Using our model to estimate historical survival rates indicates that recent spring warming has led to an upward trend in survival rates, which has probably contributed to the observed long-term increase in the UK long-tailed tit population.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This study demonstrates that dimethyl sulfide, a chemical cue involved in global climate regulation, mediates a tritrophic mutualistic interaction between marine apex predators and primary producers. Our results imply that marine top predators play a critical role in maintaining both ocean health and global climate. Our results highlight the need for more collaboration and discussion between micro-and macroscale biologists working on global issues in the Southern Ocean.""><b>Finding C:</b></span> Our results imply that marine top predators play a critical role in maintaining both ocean health and global climate.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: A lack of substantial landscape barriers for opossums , coupled with their nomadic behavior, illustrated by fathers and offspring discovered up to 33 km apart Beasley et al. 2010) , suggest that very little is preventing their continued dispersal northward, provided they can survive winters. Opossums collared with GPS units in Michigan had home ranges calculated between 10.9 and 200 hectares, depending on the equation used, with no difference between sexes .""><b>Finding D:</b></span> 2010) , suggest that very little is preventing their continued dispersal northward, provided they can survive winters."
