id,num_of_labels
Medicine_34_p,2
Medicine_tweet_159_p,2
Medicine_117_p,2
Medicine_432_r,2
Medicine_33_r,2
Medicine_tweet_159_r,2
Medicine_33_p,2
Medicine_tweet_50_r,3
Medicine_283_r,3
Medicine_tweet_66_p,3
Medicine_tweet_66_r,3
Medicine_283_p,3
Medicine_tweet_53_r,3
Medicine_350_p,3
Medicine_350_r,3
Medicine_tweet_53_p,3
Medicine_tweet_50_p,3
Medicine_tweet_170_r,3
Medicine_tweet_170_p,3
Medicine_tweet_157_r,3
Medicine_86_p,3
Medicine_106_r,2
Medicine_tweet_157_p,2
Medicine_106_p,2
Medicine_161_p,3
Medicine_82_p,2
Medicine_161_r,3
Medicine_tweet_153_p,3
Medicine_tweet_150_r,2
Medicine_tweet_150_p,2
Medicine_tweet_2_r,3
Medicine_tweet_2_p,2
Medicine_444_p,3
Medicine_82_r,2
Medicine_tweet_153_r,3
Medicine_444_r,3
Medicine_56_p,2
Medicine_tweet_210_p,3
Medicine_tweet_31_r,3
Medicine_tweet_68_r,2
Medicine_tweet_31_p,3
Medicine_24_p,3
Medicine_71_r,2
Medicine_tweet_68_p,2
Medicine_24_r,2
Medicine_86_r,3
Medicine_tweet_210_r,3
Medicine_71_p,2
Medicine_21_p,1
Medicine_425_p,1
Medicine_425_r,1
Medicine_429_p,2
Medicine_429_r,1
Medicine_tweet_137_p,2
Medicine_119_r,1
Medicine_119_p,1
Medicine_tweet_137_r,2
Medicine_434_p,2
Medicine_21_r,1
Medicine_434_r,2
Medicine_tweet_9_r,3
Medicine_263_p,3
Medicine_170_p,3
Medicine_460_p,3
Medicine_tweet_81_r,3
Medicine_263_r,3
Medicine_170_r,3
Medicine_tweet_9_p,3
Medicine_tweet_179_p,2
Medicine_460_r,3
Medicine_tweet_179_r,3
Medicine_tweet_81_p,3
Medicine_tweet_17_p,2
Medicine_443_r,2
Medicine_52_r,2
Medicine_443_p,2
Medicine_tweet_17_r,2
Medicine_52_p,2
Medicine_tweet_23_p,3
Medicine_538_p,3
Medicine_267_p,3
Medicine_419_r,3
Medicine_419_p,3
Medicine_tweet_23_r,3
Medicine_tweet_7_r,3
Medicine_214_r,3
Medicine_538_r,3
Medicine_267_r,3
Medicine_214_p,3
Medicine_tweet_7_p,3
Medicine_167_p,3
Medicine_31_r,3
Medicine_373_r,3
Medicine_31_p,3
Medicine_437_p,3
Medicine_5_r,3
Medicine_179_r,3
Medicine_373_p,3
Medicine_5_p,3
Medicine_179_p,3
Medicine_167_r,3
Medicine_437_r,3
Medicine_461_r,3
Medicine_tweet_173_p,3
Medicine_195_r,3
Medicine_tweet_173_r,3
Medicine_537_p,3
Medicine_tweet_162_r,3
Medicine_461_p,3
Medicine_tweet_162_p,3
Medicine_12_p,3
Medicine_12_r,3
Medicine_195_p,3
Medicine_537_r,3
Medicine_tweet_11_p,3
Medicine_tweet_61_p,3
Medicine_7_r,3
Medicine_7_p,3
Medicine_tweet_11_r,3
Medicine_27_p,3
Medicine_128_p,3
Medicine_27_r,3
Medicine_216_r,3
Medicine_228_p,3
Medicine_503_r,3
Medicine_228_r,3
Medicine_tweet_244_p,3
Medicine_63_r,3
Medicine_4_r,3
Medicine_503_p,3
Medicine_63_p,3
Medicine_122_p,3
Medicine_tweet_244_r,3
Medicine_122_r,3
Medicine_4_p,3
Medicine_294_p,3
Medicine_tweet_22_p,3
Medicine_tweet_74_r,3
Medicine_tweet_22_r,3
Medicine_294_r,3
Medicine_507_p,3
Medicine_tweet_37_p,3
Medicine_tweet_37_r,3
Medicine_92_r,3
Medicine_92_p,3
Medicine_tweet_74_p,3
Medicine_507_r,3
Medicine_tweet_1_r,3
Medicine_tweet_24_r,2
Medicine_402_p,2
Medicine_tweet_13_r,2
Medicine_402_r,2
Medicine_tweet_1_p,3
Medicine_56_r,2
Medicine_104_p,3
Medicine_tweet_13_p,2
Medicine_tweet_24_p,2
Medicine_401_r,3
Medicine_401_p,3
Medicine_95_r,4
Medicine_tweet_28_r,4
Medicine_tweet_28_p,4
Medicine_53_p,4
Medicine_95_p,4
Medicine_53_r,4
Medicine_tweet_32_p,4
Medicine_tweet_97_r,4
Medicine_79_p,4
Medicine_79_r,4
Medicine_tweet_97_p,4
Medicine_tweet_32_r,4
Medicine_147_p,2
Medicine_138_r,2
Medicine_138_p,2
Medicine_tweet_181_p,2
Medicine_tweet_87_p,2
Medicine_tweet_123_p,2
Medicine_234_p,2
Medicine_tweet_123_r,2
Medicine_234_r,2
Medicine_tweet_87_r,2
Medicine_147_r,2
Medicine_tweet_181_r,2
Medicine_67_p,3
Medicine_438_p,3
Medicine_tweet_136_p,3
Medicine_67_r,3
Medicine_tweet_27_p,3
Medicine_215_p,3
Medicine_tweet_27_r,3
Medicine_215_r,3
Medicine_tweet_136_r,3
Medicine_38_r,3
Medicine_438_r,3
Medicine_38_p,3
Medicine_25_p,3
Medicine_75_r,3
Medicine_435_p,3
Medicine_tweet_151_r,3
Medicine_tweet_47_p,3
Medicine_171_r,3
Medicine_171_p,3
Medicine_tweet_151_p,3
Medicine_tweet_47_r,3
Medicine_75_p,3
Medicine_435_r,3
Medicine_25_r,3
Medicine_tweet_120_r,3
Medicine_tweet_120_p,3
Medicine_80_r,3
Medicine_tweet_88_p,3
Medicine_tweet_65_r,3
Medicine_tweet_65_p,3
Medicine_405_r,3
Medicine_tweet_69_r,3
Medicine_80_p,3
Medicine_405_p,3
Medicine_tweet_88_r,3
Medicine_tweet_69_p,3
Medicine_268_r,3
Medicine_3_p,3
Medicine_268_p,3
Medicine_104_r,3
Medicine_tweet_298_p,3
Medicine_3_r,3
Medicine_tweet_298_r,3
Medicine_240_r,3
Medicine_tweet_19_p,3
Medicine_tweet_19_r,3
Medicine_216_p,3
Medicine_240_p,3
Medicine_440_r,3
Medicine_tweet_61_r,3
Medicine_412_r,3
Medicine_tweet_8_p,3
Medicine_tweet_161_r,3
Medicine_440_p,3
Medicine_tweet_161_p,3
Medicine_36_r,3
Medicine_36_p,3
Medicine_412_p,3
Medicine_tweet_8_r,3
